DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
04/03/2020;3610.20;55438.35;59048.55;2460.36;13020;43;13063
05/03/2020;3508.98;55759.95;59268.93;2469.54;12380;43;12423
06/03/2020;3312.88;56591.12;59904.00;2496.00;11931;59;11990
07/03/2020;2706.95;57161.99;59868.94;2494.54;8490;143;8633
08/03/2020;2716.78;57187.22;59904.00;2496.00;8010;164;8174
09/03/2020;3310.18;56593.82;59904.00;2496.00;11807;53;11860
10/03/2020;3586.56;56317.44;59904.00;2496.00;12629;43;12672
11/03/2020;3259.37;56644.63;59904.00;2496.00;11479;60;11539
12/03/2020;2830.49;57073.51;59904.00;2496.00;9380;60;9440
13/03/2020;2390.30;57513.70;59904.00;2496.00;7129;54;7183
14/03/2020;1263.93;58640.07;59904.00;2496.00;2516;61;2577
15/03/2020;445.81;59458.19;59904.00;2496.00;968;14;982
16/03/2020;0;0;0;0;0;0;0
17/03/2020;0;0;0;0;0;0;0
18/03/2020;0;0;0;0;0;0;0
19/03/2020;0;0;0;0;0;0;0
20/03/2020;0;0;0;0;0;0;0
21/03/2020;0;0;0;0;0;0;0
22/03/2020;0;0;0;0;0;0;0
23/03/2020;0;0;0;0;0;0;0
24/03/2020;0;0;0;0;0;0;0
25/03/2020;0;0;0;0;0;0;0
26/03/2020;0;0;0;0;0;0;0
27/03/2020;0;0;0;0;0;0;0
28/03/2020;0;0;0;0;0;0;0
29/03/2020;0;0;0;0;0;0;0
30/03/2020;0;0;0;0;0;0;0
31/03/2020;0;0;0;0;0;0;0
01/04/2020;0;0;0;0;0;0;0
02/04/2020;0;0;0;0;0;0;0
03/04/2020;0;0;0;0;0;0;0
04/04/2020;0;0;0;0;0;0;0
05/04/2020;0;0;0;0;0;0;0
06/04/2020;0;0;0;0;0;0;0
07/04/2020;0;0;0;0;0;0;0
08/04/2020;0;0;0;0;0;0;0
09/04/2020;0;0;0;0;0;0;0
10/04/2020;0;0;0;0;0;0;0
11/04/2020;0;0;0;0;0;0;0
12/04/2020;0;0;0;0;0;0;0
13/04/2020;0;0;0;0;0;0;0
14/04/2020;0;0;0;0;0;0;0
15/04/2020;0;0;0;0;0;0;0
16/04/2020;0;0;0;0;0;0;0
17/04/2020;0;0;0;0;0;0;0
18/04/2020;0;0;0;0;0;0;0
19/04/2020;0;0;0;0;0;0;0
20/04/2020;0;0;0;0;0;0;0
21/04/2020;0;0;0;0;0;0;0
22/04/2020;216;34637.06;34853.06;1452.21;580;1;581
23/04/2020;254.34;43542.24;43796.58;1824.86;831;2;833
24/04/2020;401.4;51820.13;52221.53;2175.90;1037;5;1042
25/04/2020;312.93;55858.48;56171.41;2340.48;537;0;537
26/04/2020;252.43;56652.10;56904.53;2371.02;504;2;506
27/04/2020;419.79;58471.72;58891.51;2453.81;1060;1;1061
28/04/2020;435.03;59468.97;59904.00;2496.00;1140;1;1141
29/04/2020;563.61;59340.39;59904.00;2496.00;1351;1;1352
30/04/2020;507.84;59396.16;59904.00;2496.00;1406;3;1409
01/05/2020;386.95;59517.05;59904.00;2496.00;702;4;706
02/05/2020;1266.83;58637.17;59904.00;2496.00;2229;37;2266
03/05/2020;2539.04;57364.96;59904.00;2496.00;3480;206;3686
04/05/2020;2428.20;57475.80;59904.00;2496.00;4092;132;4224
05/05/2020;2900.75;57003.25;59904.00;2496.00;4960;179;5139
06/05/2020;3086.02;56817.98;59904.00;2496.00;5259;185;5444
07/05/2020;3330.16;56573.84;59904.00;2496.00;5565;194;5759
08/05/2020;4082.85;55821.15;59904.00;2496.00;6591;239;6830
09/05/2020;4706.50;55197.50;59904.00;2496.00;6501;453;6954
10/05/2020;4330.33;55573.67;59904.00;2496.00;5969;376;6345
11/05/2020;3190.85;56713.15;59904.00;2496.00;5533;145;5678
12/05/2020;1420.62;58483.38;59904.00;2496.00;2619;25;2644
13/05/2020;3400.26;56503.74;59904.00;2496.00;6361;125;6486
14/05/2020;2391.13;57512.87;59904.00;2496.00;4386;92;4478
15/05/2020;2688.83;57215.17;59904.00;2496.00;4303;118;4421
16/05/2020;4632.87;55271.13;59904.00;2496.00;7341;254;7595
17/05/2020;6286.87;53617.13;59904.00;2496.00;8294;479;8773
18/05/2020;4687.38;55216.62;59904.00;2496.00;8763;227;8990
19/05/2020;5143.51;54760.49;59904.00;2496.00;9509;241;9750
20/05/2020;5225.06;54678.94;59904.00;2496.00;9766;256;10022
21/05/2020;5349.58;54554.42;59904.00;2496.00;10116;240;10356
22/05/2020;5927.33;53976.67;59904.00;2496.00;11501;310;11811
23/05/2020;7054.03;52849.97;59904.00;2496.00;11445;518;11963
24/05/2020;6838.38;53065.62;59904.00;2496.00;10018;547;10565
25/05/2020;4285.80;55618.20;59904.00;2496.00;10073;151;10224
26/05/2020;4853.30;55050.70;59904.00;2496.00;11468;142;11610
27/05/2020;5205.62;54698.38;59904.00;2496.00;12266;139;12405
28/05/2020;5158.97;54745.03;59904.00;2496.00;12549;150;12699
29/05/2020;5327.00;54577.00;59904.00;2496.00;13675;175;13850
30/05/2020;5964.25;53635.26;59599.51;2483.31;13443;303;13746
31/05/2020;3944.73;55959.27;59904.00;2496.00;8644;151;8795
01/06/2020;4750.12;55153.88;59904.00;2496.00;11819;101;11920
02/06/2020;5169.62;54734.38;59904.00;2496.00;13084;154;13238
03/06/2020;5137.40;54766.60;59904.00;2496.00;13258;150;13408
04/06/2020;4373.42;55530.58;59904.00;2496.00;11926;88;12014
05/06/2020;5517.74;54386.26;59904.00;2496.00;15007;159;15166
06/06/2020;6317.45;53582.00;59899.45;2495.81;14840;252;15092
07/06/2020;4932.11;54398.33;59330.44;2472.10;11096;196;11292
08/06/2020;4678.23;55225.77;59904.00;2496.00;12735;79;12814
09/06/2020;5036.49;54867.51;59904.00;2496.00;14016;99;14115
10/06/2020;5016.84;54887.16;59904.00;2496.00;14576;65;14641
11/06/2020;4803.94;55100.06;59904.00;2496.00;14458;70;14528
12/06/2020;4805.55;55098.45;59904.00;2496.00;14141;65;14206
13/06/2020;5567.60;54336.40;59904.00;2496.00;14041;202;14243
14/06/2020;5778.37;54125.63;59904.00;2496.00;13469;263;13732
15/06/2020;4701.27;55202.73;59904.00;2496.00;13834;57;13891
16/06/2020;5167.30;54736.70;59904.00;2496.00;15228;54;15282
17/06/2020;5363.95;54540.05;59904.00;2496.00;16092;56;16148
18/06/2020;5402.38;54501.62;59904.00;2496.00;16556;95;16651
19/06/2020;5773.83;53569.80;59343.63;2472.65;17264;74;17338
20/06/2020;5955.50;52782.80;58738.30;2447.43;16206;151;16357
21/06/2020;5638.88;52008.99;57647.87;2401.99;14123;192;14315
22/06/2020;4880.81;52688.07;57568.88;2398.70;15131;67;15198
23/06/2020;5222.85;52714.34;57937.19;2414.05;15938;61;15999
24/06/2020;5114.14;51982.09;57096.23;2379.01;16084;55;16139
25/06/2020;5179.40;51181.75;56361.15;2348.38;16548;43;16591
26/06/2020;5020.10;50661.04;55681.14;2320.05;15704;55;15759
27/06/2020;4230.40;49881.70;54112.10;2254.67;12549;94;12643
28/06/2020;4263.87;50040.78;54304.65;2262.69;11467;105;11572
29/06/2020;4717.00;51266.94;55983.94;2332.66;14562;56;14618
30/06/2020;5344.58;51496.06;56840.64;2368.36;15682;50;15732
01/07/2020;5551.37;51421.36;56972.73;2373.86;16665;56;16721
02/07/2020;5310.75;51584.71;56895.46;2370.64;16634;67;16701
03/07/2020;5052.33;51619.21;56671.54;2361.31;15404;75;15479
04/07/2020;4156.22;52032.07;56188.29;2341.18;11928;104;12032
05/07/2020;3805.07;52970.65;56775.72;2365.66;10430;140;10570
06/07/2020;4322.10;52335.94;56658.04;2360.75;13949;66;14015
07/07/2020;4641.60;51779.02;56420.62;2350.86;15371;48;15419
08/07/2020;4849.48;51764.55;56614.03;2358.92;15837;61;15898
09/07/2020;4710.50;51782.59;56493.09;2353.88;15646;58;15704
10/07/2020;4564.56;50907.11;55471.67;2311.32;14506;55;14561
11/07/2020;3798.02;51905.10;55703.12;2320.96;11011;93;11104
12/07/2020;3558.22;52092.71;55650.93;2318.79;9784;114;9898
13/07/2020;4319.77;51192.71;55512.48;2313.02;13914;61;13975
14/07/2020;4772.87;50966.10;55738.97;2322.46;15259;76;15335
15/07/2020;4712.48;50714.32;55426.80;2309.45;15318;86;15404
16/07/2020;3864.92;50828.38;54693.30;2278.89;14333;59;14392
17/07/2020;4455.80;51407.03;55862.83;2327.62;13944;57;14001
18/07/2020;3565.48;51169.73;54735.21;2280.63;10424;114;10538
19/07/2020;3428.60;51297.25;54725.85;2280.24;9384;179;9563
20/07/2020;3898.98;50922.44;54821.42;2284.23;13125;49;13174
21/07/2020;4368.40;50155.10;54523.50;2271.81;14374;52;14426
22/07/2020;4625.38;50194.44;54819.82;2284.16;14743;82;14825
23/07/2020;4627.07;50603.81;55230.88;2301.29;14807;88;14895
24/07/2020;4090.40;50477.86;54568.26;2273.68;13290;58;13348
25/07/2020;3343.07;51725.72;55068.79;2294.53;9783;102;9885
26/07/2020;3133.43;51150.35;54283.78;2261.82;8758;122;8880
27/07/2020;3811.59;50569.99;54381.58;2265.90;12117;79;12196
28/07/2020;4018.38;49575.73;53594.11;2233.09;13699;69;13768
29/07/2020;4131.57;48599.84;52731.41;2197.14;13823;63;13886
30/07/2020;4058.50;48478.54;52537.04;2189.04;13428;75;13503
31/07/2020;3812.47;48080.15;51892.62;2162.19;12425;87;12512
01/08/2020;3009.67;48413.44;51423.11;2142.63;9076;143;9219
02/08/2020;2770.93;48812.84;51583.77;2149.32;7729;129;7858
03/08/2020;3401.62;48506.35;51907.97;2162.83;10561;99;10660
04/08/2020;3484.64;48150.76;51635.40;2151.48;11240;98;11338
05/08/2020;3562.65;48136.79;51699.44;2154.14;11225;104;11329
06/08/2020;3311.31;47928.18;51239.49;2134.98;10918;55;10973
07/08/2020;3161.80;47742.21;50904.01;2121.00;9631;56;9687
08/08/2020;2486.20;48608.44;51094.64;2128.94;7390;90;7480
09/08/2020;2367.15;48208.46;50575.61;2107.32;6784;79;6863
10/08/2020;2684.20;48173.97;50858.17;2119.09;8481;57;8538
11/08/2020;1643.00;48884.40;50527.40;2105.31;4822;12;4834
12/08/2020;3194.75;48936.52;52131.27;2172.14;9473;64;9537
13/08/2020;3060.45;49919.10;52979.55;2207.48;9804;78;9882
14/08/2020;2950.96;50193.29;53144.25;2214.34;8849;66;8915
15/08/2020;2520.72;51756.37;54277.09;2261.55;6835;87;6922
16/08/2020;2660.57;52671.28;55331.85;2305.49;6772;135;6907
17/08/2020;2931.65;52887.24;55818.89;2325.79;8995;67;9062
18/08/2020;3089.25;52915.66;56004.91;2333.54;9566;95;9661
19/08/2020;3349.91;52671.88;56021.79;2334.24;10097;80;10177
20/08/2020;3218.16;52502.13;55720.29;2321.68;9791;91;9882
21/08/2020;3116.56;53077.66;56194.22;2341.43;9281;85;9366
22/08/2020;2794.40;53838.64;56633.04;2359.71;7611;127;7738
23/08/2020;2723.18;52922.25;55645.43;2318.56;7403;118;7521
24/08/2020;3196.97;52598.08;55795.05;2324.79;9816;87;9903
25/08/2020;3697.66;51830.16;55527.82;2313.66;11169;68;11237
26/08/2020;3705.70;51933.68;55639.38;2318.31;11745;68;11813
27/08/2020;3715.83;51439.43;55155.26;2298.14;11704;84;11788
28/08/2020;3672.37;50928.03;54600.40;2275.02;11410;83;11493
29/08/2020;3254.74;51088.39;54343.13;2264.30;9172;130;9302
30/08/2020;3200.62;49657.82;52858.44;2202.44;8587;115;8702
31/08/2020;3851.36;48473.27;52324.63;2180.19;11858;75;11933
01/09/2020;4576.77;48680.43;53257.20;2219.05;14644;53;14697
02/09/2020;4808.39;50315.25;55123.64;2296.82;15464;52;15516
03/09/2020;4917.45;49369.85;54287.30;2261.97;15884;58;15942
04/09/2020;4954.32;49853.64;54807.96;2283.67;15566;49;15615
05/09/2020;4461.45;49886.54;54347.99;2264.50;12690;76;12766
06/09/2020;4149.25;49227.07;53376.32;2224.01;11664;115;11779
07/09/2020;4659.93;48069.25;52729.18;2197.05;14784;37;14821
08/09/2020;4876.85;46825.50;51702.35;2154.26;15773;45;15818
09/09/2020;5628.65;45699.81;51328.46;2138.69;16727;52;16779
10/09/2020;5409.39;46698.68;52108.07;2171.17;16937;32;16969
11/09/2020;5390.83;47325.49;52716.32;2196.51;16370;71;16441
12/09/2020;4551.14;47898.64;52449.78;2185.41;13436;183;13619
13/09/2020;4547.67;46789.31;51336.98;2139.04;12380;90;12470
14/09/2020;4608.70;47075.96;51684.66;2153.53;15346;37;15383
15/09/2020;5216.46;47118.02;52334.48;2180.60;16137;38;16175
16/09/2020;5252.68;47174.22;52426.90;2184.45;16826;47;16873
17/09/2020;4279.40;48416.03;52695.43;2195.64;13814;25;13839
18/09/2020;3515.75;49586.62;53102.37;2212.60;11333;26;11359
19/09/2020;3069.11;49763.15;52832.26;2201.34;9270;38;9308
20/09/2020;3800.76;48166.55;51967.31;2165.30;10470;91;10561
21/09/2020;4479.57;46862.60;51342.17;2139.26;14051;35;14086
22/09/2020;4715.34;46087.66;50803.00;2116.79;15326;33;15359
23/09/2020;5026.50;46961.03;51987.53;2166.15;15759;44;15803
24/09/2020;3950.05;48043.67;51993.72;2166.41;12557;30;12587
25/09/2020;4235.75;46571.43;50807.18;2116.97;14405;28;14433
26/09/2020;4019.63;45941.83;49961.46;2081.73;11808;93;11901
27/09/2020;3997.03;46584.88;50581.91;2107.58;11098;91;11189
28/09/2020;4386.65;47409.62;51796.27;2158.18;14019;23;14042
29/09/2020;4858.27;47916.10;52774.37;2198.93;15593;39;15632
30/09/2020;4887.91;48640.78;53528.69;2230.36;16016;40;16056
01/10/2020;4854.19;47444.07;52298.26;2179.09;15895;33;15928
02/10/2020;3489.67;48744.42;52234.09;2176.42;11292;8;11300
03/10/2020;3768.16;47848.62;51616.78;2150.70;11462;77;11539
04/10/2020;3418.85;47501.14;50919.99;2121.67;9678;34;9712
05/10/2020;3993.01;46922.58;50915.59;2121.48;13295;15;13310
06/10/2020;4409.83;46723.30;51133.13;2130.55;14859;37;14896
07/10/2020;4663.80;46563.25;51227.05;2134.46;15873;44;15917
08/10/2020;4977.76;46939.92;51917.68;2163.24;16222;29;16251
09/10/2020;5139.61;46502.10;51641.71;2151.74;16304;31;16335
10/10/2020;5053.76;45804.73;50858.49;2119.10;13993;157;14150
11/10/2020;4462.58;46199.86;50662.44;2110.94;11935;113;12048
12/10/2020;4265.01;46941.92;51206.93;2133.62;11061;124;11185
13/10/2020;4403.44;48425.41;52828.85;2201.20;14525;20;14545
14/10/2020;4603.46;48657.44;53260.90;2219.20;15275;18;15293
15/10/2020;4621.75;49677.11;54298.86;2262.45;14770;19;14789
16/10/2020;4701.72;49613.85;54315.57;2263.15;15116;17;15133
17/10/2020;4543.15;50115.89;54659.04;2277.46;12843;63;12906
18/10/2020;4520.13;50147.47;54667.60;2277.82;11947;82;12029
19/10/2020;4228.44;52248.15;56476.59;2353.19;13727;27;13754
20/10/2020;1798.05;54493.80;56291.85;2345.49;5272;10;5282
21/10/2020;3483.62;54001.86;57485.48;2395.23;12176;3;12179
22/10/2020;3283.57;52823.87;56107.44;2337.81;10832;12;10844
23/10/2020;3582.65;51699.79;55282.44;2303.44;11611;17;11628
24/10/2020;3927.09;49616.93;53544.02;2231.00;11412;39;11451
25/10/2020;2399.13;53347.63;55746.76;2229.87;5968;8;5976
26/10/2020;3394.97;50540.32;53935.29;2247.30;11382;9;11391
27/10/2020;3778.23;50755.92;54534.15;2272.26;12515;12;12527
28/10/2020;3720.41;50438.67;54159.08;2256.63;12871;7;12878
29/10/2020;3993.00;50150.53;54143.53;2255.98;12983;11;12994
30/10/2020;4214.35;49642.89;53857.24;2244.05;13803;32;13835
31/10/2020;3929.47;49181.60;53111.07;2212.96;11642;64;11706
01/11/2020;3777.15;47632.41;51409.56;2142.07;10289;67;10356
02/11/2020;3334.43;47103.60;50438.03;2101.58;8879;70;8949
03/11/2020;2373.95;48787.78;51161.73;2131.74;7923;16;7939
04/11/2020;2668.75;48973.89;51642.64;2151.78;9050;7;9057
05/11/2020;1576.90;50593.54;52170.44;2173.77;5090;4;5094
06/11/2020;3494.75;49093.73;52588.48;2191.19;11478;1;11479
07/11/2020;2815.72;48371.36;51187.08;2132.80;8741;17;8758
08/11/2020;3311.60;46597.14;49908.74;2079.53;9287;51;9338
09/11/2020;3013.32;47167.26;50180.58;2090.86;8006;28;8034
10/11/2020;3553.23;48740.71;52293.94;2178.91;11938;12;11950
11/11/2020;3936.92;48106.62;52043.54;2168.48;12579;5;12584
12/11/2020;3780.85;47255.70;51036.55;2126.52;12652;7;12659
13/11/2020;4112.90;47017.68;51130.58;2130.44;13623;11;13634
14/11/2020;2499.97;48642.49;51142.46;2130.94;7140;9;7149
15/11/2020;3121.45;48039.93;51161.38;2131.72;8494;40;8534
16/11/2020;3587.60;48985.07;52572.67;2190.53;11563;9;11572
17/11/2020;3339.55;49166.84;52506.39;2187.77;11120;5;11125
18/11/2020;3617.75;48197.00;51814.75;2158.95;12361;9;12370
19/11/2020;4152.30;48603.22;52755.52;2198.15;13138;11;13149
20/11/2020;4282.74;47616.88;51899.62;2162.48;13641;14;13655
21/11/2020;3768.97;47499.79;51268.76;2136.20;10933;62;10995
22/11/2020;3448.01;48317.09;51765.10;2156.88;9411;58;9469
23/11/2020;3175.03;48863.55;52038.58;2168.27;10770;7;10777
24/11/2020;3353.98;48264.32;51618.30;2150.76;11611;9;11620
25/11/2020;3317.78;47864.12;51181.90;2132.58;10941;7;10948
26/11/2020;2030.15;49271.75;51301.90;2137.58;6304;3;6307
27/11/2020;2031.92;49832.19;51864.11;2161.00;6015;0;6015
28/11/2020;3306.02;50043.60;53349.62;2222.90;9880;29;9909
29/11/2020;3071.20;48844.44;51915.64;2163.15;8737;44;8781
30/11/2020;3281.98;48879.82;52161.80;2173.41;10604;14;10618
01/12/2020;3523.55;56380.45;59904.00;2496.00;11756;6;11762
02/12/2020;3553.67;56350.33;59904.00;2496.00;11648;4;11652
03/12/2020;3506.68;56397.32;59904.00;2496.00;11060;7;11067
04/12/2020;3440.30;56463.70;59904.00;2496.00;10484;5;10489
05/12/2020;2815.58;57088.42;59904.00;2496.00;7960;22;7982
06/12/2020;2488.57;57415.43;59904.00;2496.00;6906;17;6923
07/12/2020;2281.07;57622.93;59904.00;2496.00;6250;4;6254
08/12/2020;2510.54;57393.46;59904.00;2496.00;6950;36;6986
09/12/2020;3083.94;56820.06;59904.00;2496.00;10155;12;10167
10/12/2020;3201.74;56702.26;59904.00;2496.00;10690;12;10702
11/12/2020;3459.77;56444.23;59904.00;2496.00;10930;12;10942
12/12/2020;3766.55;56137.45;59904.00;2496.00;10464;19;10483
13/12/2020;3197.31;56706.69;59904.00;2496.00;8722;21;8743
14/12/2020;2855.50;57048.50;59904.00;2496.00;8844;5;8849
15/12/2020;3390.78;56513.22;59904.00;2496.00;10917;2;10919
16/12/2020;3114.67;56789.33;59904.00;2496.00;9813;2;9815
17/12/2020;3662.48;56241.52;59904.00;2496.00;11421;10;11431
18/12/2020;3774.15;58337.85;62112.00;2588.00;11558;4;11562
19/12/2020;2054.50;60057.50;62112.00;2588.00;5544;12;5556
20/12/2020;2885.40;59226.60;62112.00;2588.00;7805;33;7838
21/12/2020;3207.03;58904.97;62112.00;2588.00;9423;24;9447
22/12/2020;3399.05;59864.95;63264.00;2636.00;9878;22;9900
23/12/2020;2902.71;60361.29;63264.00;2636.00;8738;12;8750
24/12/2020;2264.70;60999.30;63264.00;2636.00;5097;20;5117
25/12/2020;1513.03;61750.97;63264.00;2636.00;3463;22;3485
26/12/2020;2099.05;61164.95;63264.00;2636.00;5628;37;5665
27/12/2020;1957.10;61306.90;63264.00;2636.00;4802;28;4830
28/12/2020;2161.80;62216.12;64377.92;2682.41;6174;37;6211
29/12/2020;2422.25;62677.53;65099.78;2712.49;6869;15;6884
30/12/2020;2713.84;63454.16;66168.00;2757.00;7198;6;7204
31/12/2020;1945.35;64222.65;66168.00;2757.00;4894;6;4900
01/01/2021;1571.62;64596.38;66168.00;2757.00;3213;28;3241
02/01/2021;1988.17;64179.83;66168.00;2757.00;5180;34;5214
03/01/2021;2190.35;63977.65;66168.00;2757.00;5256;48;5304
04/01/2021;2534.90;63633.10;66168.00;2757.00;6903;6;6909
05/01/2021;2555.92;63612.08;66168.00;2757.00;7267;16;7283
06/01/2021;1987.15;64180.85;66168.00;2757.00;4216;39;4255
07/01/2021;1568.73;64599.27;66168.00;2757.00;4001;3;4004
08/01/2021;915.43;65252.57;66168.00;2757.00;1942;2;1944
09/01/2021;115.5;66052.50;66168.00;2757.00;118;0;118
10/01/2021;175.42;65992.58;66168.00;2757.00;294;0;294
11/01/2021;228.43;65939.57;66168.00;2757.00;514;0;514
12/01/2021;225.33;65942.67;66168.00;2757.00;528;0;528
13/01/2021;330.37;65837.63;66168.00;2757.00;788;4;792
14/01/2021;580.78;65587.22;66168.00;2757.00;1129;3;1132
15/01/2021;918.77;65249.23;66168.00;2757.00;1775;0;1775
16/01/2021;1003.67;65164.33;66168.00;2757.00;2140;5;2145
17/01/2021;1195.74;64972.26;66168.00;2757.00;2238;10;2248
18/01/2021;1539.99;64628.01;66168.00;2757.00;3101;2;3103
19/01/2021;1583.33;64584.67;66168.00;2757.00;3494;1;3495
20/01/2021;1404.42;64763.58;66168.00;2757.00;2696;2;2698
21/01/2021;1750.22;64417.78;66168.00;2757.00;3775;6;3781
22/01/2021;2079.81;64088.19;66168.00;2757.00;5436;5;5441
23/01/2021;1862.79;64305.21;66168.00;2757.00;3987;7;3994
24/01/2021;2310.27;63857.73;66168.00;2757.00;4898;8;4906
25/01/2021;2452.62;63715.38;66168.00;2757.00;6012;2;6014
26/01/2021;2964.14;63203.86;66168.00;2757.00;7378;7;7385
27/01/2021;3307.35;62860.65;66168.00;2757.00;8274;10;8284
28/01/2021;3364.70;62803.30;66168.00;2757.00;7749;7;7756
29/01/2021;3358.15;62809.85;66168.00;2757.00;8519;16;8535
30/01/2021;3112.75;63055.25;66168.00;2757.00;6863;24;6887
31/01/2021;2723.94;63444.06;66168.00;2757.00;5431;22;5453
01/02/2021;3132.50;63035.50;66168.00;2757.00;8030;9;8039
02/02/2021;3125.50;63042.50;66168.00;2757.00;8285;2;8287
03/02/2021;3255.29;62912.71;66168.00;2757.00;8214;3;8217
04/02/2021;3296.88;67623.12;70920.00;2955.00;8920;8;8928
05/02/2021;3748.25;67387.75;71136.00;2964.00;9368;17;9385
06/02/2021;2401.90;68734.10;71136.00;2964.00;5741;17;5758
07/02/2021;2904.24;68231.76;71136.00;2964.00;6432;36;6468
08/02/2021;2392.61;68743.39;71136.00;2964.00;6736;7;6743
09/02/2021;1742.28;69393.72;71136.00;2964.00;4424;5;4429
10/02/2021;3309.25;67826.75;71136.00;2964.00;9141;9;9150
11/02/2021;3199.15;67936.85;71136.00;2964.00;8683;11;8694
12/02/2021;3880.32;67255.68;71136.00;2964.00;10107;21;10128
13/02/2021;4000.50;67135.50;71136.00;2964.00;9414;63;9477
14/02/2021;4026.23;67109.77;71136.00;2964.00;8326;54;8380
15/02/2021;3503.67;67632.33;71136.00;2964.00;9527;22;9549
16/02/2021;3787.87;67348.13;71136.00;2964.00;10200;31;10231
17/02/2021;3550.20;67585.80;71136.00;2964.00;10726;10;10736
18/02/2021;3762.11;67373.89;71136.00;2964.00;11460;25;11485
19/02/2021;4375.73;66760.27;71136.00;2964.00;12080;32;12112
20/02/2021;4129.42;67006.58;71136.00;2964.00;10296;95;10391
21/02/2021;2185.11;68950.89;71136.00;2964.00;4544;18;4562
22/02/2021;2977.97;68158.03;71136.00;2964.00;8994;26;9020
23/02/2021;3640.91;67495.09;71136.00;2964.00;10934;31;10965
24/02/2021;3578.52;67557.48;71136.00;2964.00;11189;9;11198
25/02/2021;3805.78;67330.22;71136.00;2964.00;11516;19;11535
26/02/2021;4370.60;66765.40;71136.00;2964.00;12734;39;12773
27/02/2021;4496.66;66639.34;71136.00;2964.00;11009;99;11108
28/02/2021;3680.60;67455.40;71136.00;2964.00;8494;69;8563
01/03/2021;3063.22;68072.78;71136.00;2964.00;9234;15;9249
02/03/2021;3562.32;67573.68;71136.00;2964.00;11298;46;11344
03/03/2021;3764.82;67371.18;71136.00;2964.00;11926;47;11973
04/03/2021;3739.38;67396.62;71136.00;2964.00;12057;38;12095
05/03/2021;4294.82;66841.18;71136.00;2964.00;12844;15;12859
06/03/2021;4021.20;67114.80;71136.00;2964.00;10604;92;10696
07/03/2021;3121.55;68014.45;71136.00;2964.00;7657;52;7709
08/03/2021;2694.09;68441.91;71136.00;2964.00;8122;10;8132
09/03/2021;3667.61;67468.39;71136.00;2964.00;11733;27;11760
10/03/2021;4027.32;67108.68;71136.00;2964.00;12034;48;12082
11/03/2021;4068.62;67067.38;71136.00;2964.00;12972;30;13002
12/03/2021;4525.22;66610.78;71136.00;2964.00;13534;47;13581
13/03/2021;4136.88;66999.12;71136.00;2964.00;10868;119;10987
14/03/2021;3925.23;67210.77;71136.00;2964.00;9098;159;9257
15/03/2021;3687.24;67448.76;71136.00;2964.00;11262;25;11287
16/03/2021;3991.84;67144.16;71136.00;2964.00;12175;69;12244
17/03/2021;4051.07;67084.93;71136.00;2964.00;12519;60;12579
18/03/2021;4157.86;66978.14;71136.00;2964.00;12430;30;12460
19/03/2021;3127.68;68008.32;71136.00;2964.00;8139;39;8178
20/03/2021;3223.55;67912.45;71136.00;2964.00;8985;71;9056
21/03/2021;3442.32;67693.68;71136.00;2964.00;8457;82;8539
22/03/2021;3589.85;67546.15;71136.00;2964.00;11208;50;11258
23/03/2021;4071.05;67064.95;71136.00;2964.00;12706;39;12745
24/03/2021;4072.76;67063.24;71136.00;2964.00;13126;16;13142
25/03/2021;4159.25;66976.75;71136.00;2964.00;13141;35;13176
26/03/2021;4166.75;66969.25;71136.00;2964.00;12701;56;12757
27/03/2021;3667.58;67468.42;71136.00;2964.00;9902;134;10036
28/03/2021;3611.82;64560.18;68172.00;2964.00;9045;123;9168
29/03/2021;3530.61;67605.39;71136.00;2964.00;10479;88;10567
30/03/2021;3732.20;67403.80;71136.00;2964.00;11303;82;11385
31/03/2021;4063.92;67072.08;71136.00;2964.00;12106;127;12233
01/04/2021;3625.43;67510.57;71136.00;2964.00;9516;104;9620
02/04/2021;1945.73;69190.27;71136.00;2964.00;5505;50;5555
03/04/2021;3064.00;68072.00;71136.00;2964.00;8637;133;8770
04/04/2021;3878.84;67257.16;71136.00;2964.00;9612;188;9800
05/04/2021;3726.77;67409.23;71136.00;2964.00;11681;128;11809
06/04/2021;4350.75;66785.25;71136.00;2964.00;13782;68;13850
07/04/2021;4315.63;66820.37;71136.00;2964.00;13637;37;13674
08/04/2021;4234.36;66901.64;71136.00;2964.00;13441;65;13506
09/04/2021;3294.77;67841.23;71136.00;2964.00;9913;16;9929
10/04/2021;3532.22;67603.78;71136.00;2964.00;9852;88;9940
11/04/2021;2568.58;68567.42;71136.00;2964.00;6872;54;6926
12/04/2021;3597.03;67538.97;71136.00;2964.00;11872;22;11894
13/04/2021;3296.26;67839.74;71136.00;2964.00;10435;15;10450
14/04/2021;4067.47;67068.53;71136.00;2964.00;13300;30;13330
15/04/2021;3858.20;67277.80;71136.00;2964.00;12608;32;12640
16/04/2021;4411.20;66724.80;71136.00;2964.00;14194;65;14259
17/04/2021;4221.68;66914.32;71136.00;2964.00;11235;137;11372
18/04/2021;3771.98;67364.02;71136.00;2964.00;9450;107;9557
